"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"SVK","HHSAV","TOT","PC_HHDI","A","2012",0.735655010106716,
"SVK","HHSAV","TOT","PC_HHDI","A","2013",0.214354212682057,
"SVK","HHSAV","TOT","PC_HHDI","A","2014",1.44970636039411,
"SVK","HHSAV","TOT","PC_HHDI","A","2015",3.02969115768176,
"SVK","HHSAV","TOT","PC_HHDI","A","2016",2.95738886962137,
"SVK","HHSAV","TOT","PC_HHDI","A","2017",2.41325849613307,
"ESP","HHSAV","TOT","PC_HHDI","A","2000",6.5677750845465,
"ESP","HHSAV","TOT","PC_HHDI","A","2001",6.40782472754468,
"ESP","HHSAV","TOT","PC_HHDI","A","2002",6.03133164846856,
"ESP","HHSAV","TOT","PC_HHDI","A","2003",7.01937967435104,
"ESP","HHSAV","TOT","PC_HHDI","A","2004",4.99392674131714,
"ESP","HHSAV","TOT","PC_HHDI","A","2005",4.17556886611033,
"ESP","HHSAV","TOT","PC_HHDI","A","2006",2.27223701506623,
"ESP","HHSAV","TOT","PC_HHDI","A","2007",0.667466879059489,
"ESP","HHSAV","TOT","PC_HHDI","A","2008",2.96426293735245,
"ESP","HHSAV","TOT","PC_HHDI","A","2009",6.83378201135291,
"ESP","HHSAV","TOT","PC_HHDI","A","2010",4.93883285863136,
"ESP","HHSAV","TOT","PC_HHDI","A","2011",5.7836682705487,
"ESP","HHSAV","TOT","PC_HHDI","A","2012",2.09533745541326,
"ESP","HHSAV","TOT","PC_HHDI","A","2013",3.86152818739835,
"ESP","HHSAV","TOT","PC_HHDI","A","2014",2.14363402024809,
"ESP","HHSAV","TOT","PC_HHDI","A","2015",3.03265761434012,
"ESP","HHSAV","TOT","PC_HHDI","A","2016",2.82793034651365,
"ESP","HHSAV","TOT","PC_HHDI","A","2017",1.15023443386808,
"ESP","HHSAV","TOT","PC_HHDI","A","2018",1.51756391573368,
"SWE","HHSAV","TOT","PC_HHDI","A","2000",1.4016103014699,
"SWE","HHSAV","TOT","PC_HHDI","A","2001",5.80722562348469,
"SWE","HHSAV","TOT","PC_HHDI","A","2002",6.18775883376141,
"SWE","HHSAV","TOT","PC_HHDI","A","2003",5.56639053752705,
"SWE","HHSAV","TOT","PC_HHDI","A","2004",4.28163457119102,
"SWE","HHSAV","TOT","PC_HHDI","A","2005",3.61886357936019,
"SWE","HHSAV","TOT","PC_HHDI","A","2006",5.71707340673873,
"SWE","HHSAV","TOT","PC_HHDI","A","2007",8.36709855144889,
"SWE","HHSAV","TOT","PC_HHDI","A","2008",10.0350291283114,
"SWE","HHSAV","TOT","PC_HHDI","A","2009",9.17423822953096,
"SWE","HHSAV","TOT","PC_HHDI","A","2010",9.96654059946971,
"SWE","HHSAV","TOT","PC_HHDI","A","2011",10.9344135197885,
"SWE","HHSAV","TOT","PC_HHDI","A","2012",13.0442358308388,
"SWE","HHSAV","TOT","PC_HHDI","A","2013",13.3740968227345,
"SWE","HHSAV","TOT","PC_HHDI","A","2014",13.9191224846614,
"SWE","HHSAV","TOT","PC_HHDI","A","2015",12.1478013250305,
"SWE","HHSAV","TOT","PC_HHDI","A","2016",13.9108623268582,
"SWE","HHSAV","TOT","PC_HHDI","A","2017",13.3131267099678,
"SWE","HHSAV","TOT","PC_HHDI","A","2018",15.3998046184864,
"CHE","HHSAV","TOT","PC_HHDI","A","2000",13.9625867669224,
"CHE","HHSAV","TOT","PC_HHDI","A","2001",14.29888848731,
"CHE","HHSAV","TOT","PC_HHDI","A","2002",14.0189639440724,
"CHE","HHSAV","TOT","PC_HHDI","A","2003",13.2706385915327,
"CHE","HHSAV","TOT","PC_HHDI","A","2004",12.3159031071916,
"CHE","HHSAV","TOT","PC_HHDI","A","2005",12.8009269325028,
"CHE","HHSAV","TOT","PC_HHDI","A","2006",14.5166967404494,
"CHE","HHSAV","TOT","PC_HHDI","A","2007",16.0894729919198,
"CHE","HHSAV","TOT","PC_HHDI","A","2008",15.4279570777505,
"CHE","HHSAV","TOT","PC_HHDI","A","2009",15.8032555483353,
"CHE","HHSAV","TOT","PC_HHDI","A","2010",15.7130899899723,
"CHE","HHSAV","TOT","PC_HHDI","A","2011",16.772263789136,
"CHE","HHSAV","TOT","PC_HHDI","A","2012",17.3531786671616,
"CHE","HHSAV","TOT","PC_HHDI","A","2013",17.5330851804467,"E"
"CHE","HHSAV","TOT","PC_HHDI","A","2014",18.8779496050064,"E"
"CHE","HHSAV","TOT","PC_HHDI","A","2015",17.6458075902892,"E"
"CHE","HHSAV","TOT","PC_HHDI","A","2016",18.7939007406322,"E"
"GBR","HHSAV","TOT","PC_HHDI","A","2000",4.97339454327299,
"GBR","HHSAV","TOT","PC_HHDI","A","2001",4.9692412592813,
"GBR","HHSAV","TOT","PC_HHDI","A","2002",5.04823842736927,
"GBR","HHSAV","TOT","PC_HHDI","A","2003",3.68277654749496,
"GBR","HHSAV","TOT","PC_HHDI","A","2004",3.68489728548168,
"GBR","HHSAV","TOT","PC_HHDI","A","2005",3.50379645422788,
"GBR","HHSAV","TOT","PC_HHDI","A","2006",3.43133997388898,
"GBR","HHSAV","TOT","PC_HHDI","A","2007",4.95597784182788,
"GBR","HHSAV","TOT","PC_HHDI","A","2008",3.78922478356304,
"GBR","HHSAV","TOT","PC_HHDI","A","2009",6.81829403834813,
"GBR","HHSAV","TOT","PC_HHDI","A","2010",7.28077935508979,
"GBR","HHSAV","TOT","PC_HHDI","A","2011",4.89815929045773,
"GBR","HHSAV","TOT","PC_HHDI","A","2012",4.34720907412183,
"GBR","HHSAV","TOT","PC_HHDI","A","2013",3.45543685192286,
"GBR","HHSAV","TOT","PC_HHDI","A","2014",4.09581460393567,
"GBR","HHSAV","TOT","PC_HHDI","A","2015",4.72826870405074,
"GBR","HHSAV","TOT","PC_HHDI","A","2016",1.73875486181184,
"GBR","HHSAV","TOT","PC_HHDI","A","2017",-0.33298693752584,
"GBR","HHSAV","TOT","PC_HHDI","A","2018",0.366175164327589,
"USA","HHSAV","TOT","PC_HHDI","A","2000",5.03182012719838,
"USA","HHSAV","TOT","PC_HHDI","A","2001",5.25151127840679,
"USA","HHSAV","TOT","PC_HHDI","A","2002",6.06032434584051,
"USA","HHSAV","TOT","PC_HHDI","A","2003",5.7538693911771,
"USA","HHSAV","TOT","PC_HHDI","A","2004",5.34512126131198,
"USA","HHSAV","TOT","PC_HHDI","A","2005",3.2806533680427,
"USA","HHSAV","TOT","PC_HHDI","A","2006",3.99770171052199,
"USA","HHSAV","TOT","PC_HHDI","A","2007",3.87844784806828,
"USA","HHSAV","TOT","PC_HHDI","A","2008",5.17932301637567,
"USA","HHSAV","TOT","PC_HHDI","A","2009",6.34236647745621,
"USA","HHSAV","TOT","PC_HHDI","A","2010",6.78029191856323,
"USA","HHSAV","TOT","PC_HHDI","A","2011",7.39578927660217,
"USA","HHSAV","TOT","PC_HHDI","A","2012",9.14273850027293,
"USA","HHSAV","TOT","PC_HHDI","A","2013",6.6126859314405,
"USA","HHSAV","TOT","PC_HHDI","A","2014",7.58394202760525,
"USA","HHSAV","TOT","PC_HHDI","A","2015",7.82833208809945,
"USA","HHSAV","TOT","PC_HHDI","A","2016",6.91356554155118,
"USA","HHSAV","TOT","PC_HHDI","A","2017",6.89701305267433,
"CHL","HHSAV","TOT","PC_HHDI","A","2003",15.7056653351902,
"CHL","HHSAV","TOT","PC_HHDI","A","2004",11.7838086610944,
"CHL","HHSAV","TOT","PC_HHDI","A","2005",12.109403224714,
"CHL","HHSAV","TOT","PC_HHDI","A","2006",12.2397199287492,
"CHL","HHSAV","TOT","PC_HHDI","A","2007",9.36900900423482,
"CHL","HHSAV","TOT","PC_HHDI","A","2008",9.86837603355647,
"CHL","HHSAV","TOT","PC_HHDI","A","2009",11.8084789698954,
"CHL","HHSAV","TOT","PC_HHDI","A","2010",7.84271967173135,
"CHL","HHSAV","TOT","PC_HHDI","A","2011",9.30579704562849,
"CHL","HHSAV","TOT","PC_HHDI","A","2012",10.6172407333136,
"CHL","HHSAV","TOT","PC_HHDI","A","2013",10.6716076792555,
"CHL","HHSAV","TOT","PC_HHDI","A","2014",10.6336944111729,
"CHL","HHSAV","TOT","PC_HHDI","A","2015",9.59657735525853,
"CHL","HHSAV","TOT","PC_HHDI","A","2016",10.7202947636233,
"CHL","HHSAV","TOT","PC_HHDI","A","2017",10.2211459703721,
"EST","HHSAV","TOT","PC_HHDI","A","2000",1.68326635214631,
"EST","HHSAV","TOT","PC_HHDI","A","2001",-1.8631553695658,
"EST","HHSAV","TOT","PC_HHDI","A","2002",-9.49256894855038,
"EST","HHSAV","TOT","PC_HHDI","A","2003",-9.28555279222247,
"EST","HHSAV","TOT","PC_HHDI","A","2004",-9.67161038382939,
"EST","HHSAV","TOT","PC_HHDI","A","2005",-8.57157909525147,
"EST","HHSAV","TOT","PC_HHDI","A","2006",-10.8909404788711,
"EST","HHSAV","TOT","PC_HHDI","A","2007",-6.91024328890095,
"EST","HHSAV","TOT","PC_HHDI","A","2008",1.85614594208473,
"EST","HHSAV","TOT","PC_HHDI","A","2009",7.18543738246537,
"EST","HHSAV","TOT","PC_HHDI","A","2010",4.17388486608423,
"EST","HHSAV","TOT","PC_HHDI","A","2011",4.81929071606054,
"EST","HHSAV","TOT","PC_HHDI","A","2012",5.05879419952632,
"EST","HHSAV","TOT","PC_HHDI","A","2013",4.39264815614814,
"EST","HHSAV","TOT","PC_HHDI","A","2014",6.45443979115547,
"EST","HHSAV","TOT","PC_HHDI","A","2015",6.78650101330514,
"EST","HHSAV","TOT","PC_HHDI","A","2016",6.51252214358277,
"EST","HHSAV","TOT","PC_HHDI","A","2017",7.87960823667608,
"RUS","HHSAV","TOT","PC_HHDI","A","2011",4.52266809978913,
"RUS","HHSAV","TOT","PC_HHDI","A","2012",3.96517565596343,
"RUS","HHSAV","TOT","PC_HHDI","A","2013",4.24417060322623,
"RUS","HHSAV","TOT","PC_HHDI","A","2014",4.40971197413646,
"RUS","HHSAV","TOT","PC_HHDI","A","2015",7.65852947882314,
"SVN","HHSAV","TOT","PC_HHDI","A","2000",6.85664354682776,
"SVN","HHSAV","TOT","PC_HHDI","A","2001",8.16574820634394,
"SVN","HHSAV","TOT","PC_HHDI","A","2002",8.90194774360181,
"SVN","HHSAV","TOT","PC_HHDI","A","2003",6.23749126136023,
"SVN","HHSAV","TOT","PC_HHDI","A","2004",6.77230791607213,
"SVN","HHSAV","TOT","PC_HHDI","A","2005",9.27180754382978,
"SVN","HHSAV","TOT","PC_HHDI","A","2006",10.5593184802394,
"SVN","HHSAV","TOT","PC_HHDI","A","2007",8.85341200169744,
"SVN","HHSAV","TOT","PC_HHDI","A","2008",8.51717385501728,
"SVN","HHSAV","TOT","PC_HHDI","A","2009",5.99124543620496,
"SVN","HHSAV","TOT","PC_HHDI","A","2010",4.3758551164644,
"SVN","HHSAV","TOT","PC_HHDI","A","2011",2.95798454790414,
"SVN","HHSAV","TOT","PC_HHDI","A","2012",0.023793853126685,
"SVN","HHSAV","TOT","PC_HHDI","A","2013",2.41893499482018,
"SVN","HHSAV","TOT","PC_HHDI","A","2014",2.41724796185144,
"SVN","HHSAV","TOT","PC_HHDI","A","2015",2.78871930613699,
"SVN","HHSAV","TOT","PC_HHDI","A","2016",3.37277780688845,
"SVN","HHSAV","TOT","PC_HHDI","A","2017",4.56281170591278,
"SVN","HHSAV","TOT","PC_HHDI","A","2018",4.99542906068984,
"ZAF","HHSAV","TOT","PC_HHDI","A","2000",1.94814576451505,
"ZAF","HHSAV","TOT","PC_HHDI","A","2001",1.4184269635983,
"ZAF","HHSAV","TOT","PC_HHDI","A","2002",1.57120373363773,
"ZAF","HHSAV","TOT","PC_HHDI","A","2003",1.05502393523928,
"ZAF","HHSAV","TOT","PC_HHDI","A","2004",0.920046116186326,
"ZAF","HHSAV","TOT","PC_HHDI","A","2005",0.494941372024891,
"ZAF","HHSAV","TOT","PC_HHDI","A","2006",-1.74284671820058,
"ZAF","HHSAV","TOT","PC_HHDI","A","2007",-2.26747482138619,
"ZAF","HHSAV","TOT","PC_HHDI","A","2008",-1.07652781213833,
"ZAF","HHSAV","TOT","PC_HHDI","A","2009",-0.52767515743353,
"ZAF","HHSAV","TOT","PC_HHDI","A","2010",-0.833831129105261,
"ZAF","HHSAV","TOT","PC_HHDI","A","2011",-1.27315936526715,
"ZAF","HHSAV","TOT","PC_HHDI","A","2012",-1.98956403615799,
"ZAF","HHSAV","TOT","PC_HHDI","A","2013",-2.30507645343983,
"ZAF","HHSAV","TOT","PC_HHDI","A","2014",-2.03683304030104,
"ZAF","HHSAV","TOT","PC_HHDI","A","2015",-1.39619238296222,
"ZAF","HHSAV","TOT","PC_HHDI","A","2016",-0.205639708334024,
"ZAF","HHSAV","TOT","PC_HHDI","A","2017",0.256972108880031,
"EA","HHSAV","TOT","PC_HHDI","A","2000",7.08505408972675,
"EA","HHSAV","TOT","PC_HHDI","A","2001",7.82181091771557,
"EA","HHSAV","TOT","PC_HHDI","A","2002",8.10660756059797,
"EA","HHSAV","TOT","PC_HHDI","A","2003",8.12056629683845,
"EA","HHSAV","TOT","PC_HHDI","A","2004",7.92285549397873,
"EA","HHSAV","TOT","PC_HHDI","A","2005",6.9037977782664,
"EA","HHSAV","TOT","PC_HHDI","A","2006",6.57155005431902,
"EA","HHSAV","TOT","PC_HHDI","A","2007",6.28447309141668,
"EA","HHSAV","TOT","PC_HHDI","A","2008",6.54931507566258,
"EA","HHSAV","TOT","PC_HHDI","A","2009",7.78614375453972,
"EA","HHSAV","TOT","PC_HHDI","A","2010",6.44923221895561,
"EA","HHSAV","TOT","PC_HHDI","A","2011",5.97357575567106,
"EA","HHSAV","TOT","PC_HHDI","A","2012",5.61697520802909,
"EA","HHSAV","TOT","PC_HHDI","A","2013",5.67726225039078,
"EA","HHSAV","TOT","PC_HHDI","A","2014",5.92202997833261,
"EA","HHSAV","TOT","PC_HHDI","A","2015",5.49114596061451,
"EA","HHSAV","TOT","PC_HHDI","A","2016",5.3323504081791,
"EA","HHSAV","TOT","PC_HHDI","A","2017",4.9327612891302,
"EA","HHSAV","TOT","PC_HHDI","A","2018",5.10388037202639,
"EU","HHSAV","TOT","PC_HHDI","A","2000",6.57882566503267,
"EU","HHSAV","TOT","PC_HHDI","A","2001",7.02395356483536,
"EU","HHSAV","TOT","PC_HHDI","A","2002",7.04456468900966,
"EU","HHSAV","TOT","PC_HHDI","A","2003",6.75957531556496,
"EU","HHSAV","TOT","PC_HHDI","A","2004",6.27871172689757,
"EU","HHSAV","TOT","PC_HHDI","A","2005",5.71053640278077,
"EU","HHSAV","TOT","PC_HHDI","A","2006",5.20718255043975,
"EU","HHSAV","TOT","PC_HHDI","A","2007",4.94285373090251,
"EU","HHSAV","TOT","PC_HHDI","A","2008",5.13267072381115,
"EU","HHSAV","TOT","PC_HHDI","A","2009",7.02416582951511,
"EU","HHSAV","TOT","PC_HHDI","A","2010",6.14004106449511,
"EU","HHSAV","TOT","PC_HHDI","A","2011",5.24730396860935,
"EU","HHSAV","TOT","PC_HHDI","A","2012",4.94654750603035,
"EU","HHSAV","TOT","PC_HHDI","A","2013",4.8829655388198,
"EU","HHSAV","TOT","PC_HHDI","A","2014",4.70773933471958,
"EU","HHSAV","TOT","PC_HHDI","A","2015",4.64859871637231,
"EU","HHSAV","TOT","PC_HHDI","A","2016",4.40983857666535,
"EU","HHSAV","TOT","PC_HHDI","A","2017",3.1164994916046,
"EU","HHSAV","TOT","PC_HHDI","A","2018",3.69999903391363,
"CAN","HHSAV","TOT","PC_HHDI","A","2000",5.30175281958845,
"CAN","HHSAV","TOT","PC_HHDI","A","2001",4.85747111072921,
"CAN","HHSAV","TOT","PC_HHDI","A","2002",3.00436646590786,
"CAN","HHSAV","TOT","PC_HHDI","A","2003",1.98271005859418,
"CAN","HHSAV","TOT","PC_HHDI","A","2004",2.57421812874469,
"CAN","HHSAV","TOT","PC_HHDI","A","2005",1.46642470207319,
"CAN","HHSAV","TOT","PC_HHDI","A","2006",2.6013600974926,
"CAN","HHSAV","TOT","PC_HHDI","A","2007",2.1549612734548,
"CAN","HHSAV","TOT","PC_HHDI","A","2008",3.35355154511967,
"CAN","HHSAV","TOT","PC_HHDI","A","2009",4.65968626870519,
"CAN","HHSAV","TOT","PC_HHDI","A","2010",4.39100283372001,
"CAN","HHSAV","TOT","PC_HHDI","A","2011",4.27452606924147,
"CAN","HHSAV","TOT","PC_HHDI","A","2012",4.82334830370556,
"CAN","HHSAV","TOT","PC_HHDI","A","2013",5.25903079094569,
"CAN","HHSAV","TOT","PC_HHDI","A","2014",3.57004898378149,
"CAN","HHSAV","TOT","PC_HHDI","A","2015",4.15497696792876,
"CAN","HHSAV","TOT","PC_HHDI","A","2016",1.28487048353276,
"CAN","HHSAV","TOT","PC_HHDI","A","2017",1.77159381775754,
"CAN","HHSAV","TOT","PC_HHDI","A","2018",1.68549386587524,
"CHN","HHSAV","TOT","PC_HHDI","A","2000",28.2456073083828,
"CHN","HHSAV","TOT","PC_HHDI","A","2001",28.0082877446113,
"CHN","HHSAV","TOT","PC_HHDI","A","2002",27.2146189824983,
"CHN","HHSAV","TOT","PC_HHDI","A","2003",30.2187064079566,
"CHN","HHSAV","TOT","PC_HHDI","A","2004",30.5700125622451,
"CHN","HHSAV","TOT","PC_HHDI","A","2005",31.5084287342249,
"CHN","HHSAV","TOT","PC_HHDI","A","2006",34.3451520456516,
"CHN","HHSAV","TOT","PC_HHDI","A","2007",35.7964301024393,
"CHN","HHSAV","TOT","PC_HHDI","A","2008",37.316817918198,
"CHN","HHSAV","TOT","PC_HHDI","A","2009",37.8367418867531,
"CHN","HHSAV","TOT","PC_HHDI","A","2010",38.9861284227165,
"CHN","HHSAV","TOT","PC_HHDI","A","2011",38.1006940152768,
"CHN","HHSAV","TOT","PC_HHDI","A","2012",38.1105959589031,
"CHN","HHSAV","TOT","PC_HHDI","A","2013",38.4612785139198,
"CHN","HHSAV","TOT","PC_HHDI","A","2014",37.986747916121,
"CHN","HHSAV","TOT","PC_HHDI","A","2015",37.065376900555,
"CHN","HHSAV","TOT","PC_HHDI","A","2016",36.1434354731471,
"LVA","HHSAV","TOT","PC_HHDI","A","2000",-9.78835130528025,
"LVA","HHSAV","TOT","PC_HHDI","A","2001",-9.99056470818673,
"LVA","HHSAV","TOT","PC_HHDI","A","2002",-9.37375178952151,
"LVA","HHSAV","TOT","PC_HHDI","A","2003",-7.32019677891182,
"LVA","HHSAV","TOT","PC_HHDI","A","2004",-7.92774335749574,
"LVA","HHSAV","TOT","PC_HHDI","A","2005",-6.89161870393277,
"LVA","HHSAV","TOT","PC_HHDI","A","2006",-12.046147996894,
"LVA","HHSAV","TOT","PC_HHDI","A","2007",-11.3240626775835,
"LVA","HHSAV","TOT","PC_HHDI","A","2008",2.82438687097657,
"LVA","HHSAV","TOT","PC_HHDI","A","2009",5.97023729103988,
"LVA","HHSAV","TOT","PC_HHDI","A","2010",-2.35742554947956,
"LVA","HHSAV","TOT","PC_HHDI","A","2011",-16.1973239552403,
"LVA","HHSAV","TOT","PC_HHDI","A","2012",-15.6529957470524,
"LVA","HHSAV","TOT","PC_HHDI","A","2013",-16.5186150106018,
"LVA","HHSAV","TOT","PC_HHDI","A","2014",-13.6822852840429,
"LVA","HHSAV","TOT","PC_HHDI","A","2015",-8.8583448400192,
"LVA","HHSAV","TOT","PC_HHDI","A","2016",-5.01169826385738,
"LVA","HHSAV","TOT","PC_HHDI","A","2017",-5.10342851597946,
"LVA","HHSAV","TOT","PC_HHDI","A","2018",-2.58738582118999,
"CRI","HHSAV","TOT","PC_HHDI","A","2012",0.928948497921985,
"CRI","HHSAV","TOT","PC_HHDI","A","2013",1.60581298931198,
"CRI","HHSAV","TOT","PC_HHDI","A","2014",0.739921118518307,
"CRI","HHSAV","TOT","PC_HHDI","A","2015",1.7223990365087,
"CRI","HHSAV","TOT","PC_HHDI","A","2016",4.61257731128365,
"LTU","HHSAV","TOT","PC_HHDI","A","2004",3.70680304430712,
"LTU","HHSAV","TOT","PC_HHDI","A","2005",-0.189790576698248,
"LTU","HHSAV","TOT","PC_HHDI","A","2006",1.09207791410263,
"LTU","HHSAV","TOT","PC_HHDI","A","2007",-8.78277877534951,
"LTU","HHSAV","TOT","PC_HHDI","A","2008",-4.73920023608058,
"LTU","HHSAV","TOT","PC_HHDI","A","2009",1.14417147701821,
"LTU","HHSAV","TOT","PC_HHDI","A","2010",4.79579028748759,"B"
"LTU","HHSAV","TOT","PC_HHDI","A","2011",0.98762905702854,
"LTU","HHSAV","TOT","PC_HHDI","A","2012",-0.686742840433655,
"LTU","HHSAV","TOT","PC_HHDI","A","2013",-1.3377078413734,
"LTU","HHSAV","TOT","PC_HHDI","A","2014",-3.54988786766605,
"LTU","HHSAV","TOT","PC_HHDI","A","2015",-3.42907118763097,
"LTU","HHSAV","TOT","PC_HHDI","A","2016",-0.822372608549303,
"LTU","HHSAV","TOT","PC_HHDI","A","2017",-3.56776386097856,
"LTU","HHSAV","TOT","PC_HHDI","A","2018",-5.06777301118466,
